Application_Id,Parent_Application_Id,Process_Id,Payment_Status,Objection_Status,Manufactrer_Id,Created_On,Is_Service_Completed,Request_Id_Fk,Is_Service_Submitted,Application_To_Be_Received_By,Payment_Remarks,Payment_Status_Date,Payment_Status_By,Is_Payment_Required,Application_Status,Application_Status_Updated_By,Application_Status_Updated_On,Is_Output_Generated,Output_Generated_On,Output_File_Name,Output_BlobFileReference,Output_ContainerName,Amount,Is_District_Level,LicenseType,RejectionRemarks,EsewaApplication_Id,FinalOutput_FileName,FinalOutput_BlobReference,Is_data_MOved,Deleted_Esewa_Application_Id,ReceiptNo,PaymentAmount,PaymentDate,PaymentBy,date_difference
1339,7936,35,2,NULL,15424,37:00.7,1,NULL,Submitted,1846007,NULL,46:05.3,15424,Yes,Approved,00:00.0,48:13.9,00:00.0,04:06.5,New Doc 12-compressed_98440f9b.pdf,2021/april/20210416/1846007_c51899ff_0b98_4a4c_86c7_b3a84fedb846_dt_16042021_0104_08_292.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17
1340,658,48,2,NULL,8915,06:20.0,1,NULL,Submitted,1847561,NULL,47:30.9,8915,Yes,Approved,00:00.0,04:05.6,00:00.0,29:03.4,kapil agro godown_556aa14a.jpeg,2021/july/20210712/1847561_7b2ecf09_30c6_449b_be9d_1b6f93e79d14_dt_12072021_1129_00_557.jpg,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104
1341,3814,51,2,NULL,12594,48:25.3,1,NULL,Submitted,1846884,NULL,42:21.6,12594,Yes,Approved,00:00.0,57:29.2,00:00.0,17:29.2,WhatsApp Image 2021-07-06 at 11.26.34 AM_cc1ca2aa.jpeg,2021/july/20210706/1846884_56f8327b_edb8_4f0a_8a1e_0adcbf127714_dt_06072021_1117_28_804.jpg,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98
1342,1454,51,2,NULL,11633,19:19.7,1,NULL,Submitted,1849201,NULL,54:11.7,11633,Yes,Approved,00:00.0,35:44.9,00:00.0,19:20.3,tara chand and co...._653d9585.pdf,2021/july/20210719/1849201_a6d56c67_49c6_406f_b23c_43a684019b17_dt_19072021_1019_17_048.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111
1343,2344,51,2,NULL,12049,39:19.1,1,NULL,Submitted,1847592,NULL,22:12.9,12049,Yes,Approved,00:00.0,14:57.7,00:00.0,51:02.5,ਸਮਰਾ ਖਾਦ ਸਟੋਰ(1) 11-Jun-2021 14-53-17_159bd2f5.pdf,2021/june/20210611/1847592_43b22d53_18e1_472c_906c_e80adce3d66b_dt_11062021_0251_04_850.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73
1344,5927,60,NULL,NULL,10437,43:33.3,1,NULL,Submitted,1847589,NULL,NULL,NULL,Yes,Rejected,00:00.0,59:24.7,NULL,NULL,NULL,NULL,NULL,NULL,1,2, Map of shop is not attached and not show in the portal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1345,1565,51,2,NULL,6668,11:32.7,1,2.02E+11,Submitted,1849201,NULL,22:15.4,6668,Yes,Approved,00:00.0,49:24.9,00:00.0,26:49.7,Aggarwal khad store_compressed_3a3aebf1.pdf,2021/may/20210525/1849201_f142d241_dfee_410e_a634_170bb7e12988_dt_25052021_1026_49_788.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,5
1346,2443,51,NULL,NULL,12094,20:24.7,1,NULL,Submitted,1847592,NULL,NULL,NULL,Yes,Rejected,00:00.0,25:15.3,NULL,NULL,NULL,NULL,NULL,NULL,1,2, attach correct o form,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1347,2443,51,2,NULL,12094,28:17.0,1,NULL,Submitted,1847592,NULL,33:04.5,12094,Yes,Approved,00:00.0,15:26.3,00:00.0,48:03.6,ਉੱਪਲ ਖੇਤੀ ਸਟੋਰ 10-Jun-2021 15-33-06_31f4b064.pdf,2021/june/20210610/1847592_ff1ff39e_d790_45a6_9570_77eb3d4f5a08_dt_10062021_0448_06_091.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72
1348,2768,36,2,NULL,3319,17:11.6,1,NULL,Submitted,1846046,NULL,23:04.6,3319,Yes,Approved,00:00.0,21:49.9,00:00.0,22:32.7,1058106_c9b891f6.pdf,2021/april/20210426/1846046_a6cb20ff_445d_4e43_b30e_df910d618d2c_dt_26042021_1122_32_896.pdf,agricultercontainer,1050,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27
1349,7940,35,2,NULL,14900,22:28.7,1,NULL,Submitted,1849196,NULL,19:34.6,14900,Yes,Approved,00:00.0,03:18.7,00:00.0,05:15.1,Vishal trading company_ac3c38e9.pdf,2021/july/20210723/1849196_4fe1847c_3848_4a23_89b6_ece0aa799d88_dt_23072021_0105_16_748.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115
1350,7939,33,2,NULL,11346,58:21.8,0,NULL,Submitted,1846046,NULL,57:13.3,11346,Yes,Pending,00:00.0,42:18.5,NULL,NULL,NULL,NULL,NULL,1500,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1351,88,27,2,NULL,474,04:40.5,1,2.02E+11,Submitted,1848680,NULL,05:05.5,474,Yes,Approved,00:00.0,07:41.5,00:00.0,54:34.6,Ganesh Chemicals_ffbe0b55.pdf,2021/april/20210426/1848680_8121e80d_e1c7_4a69_8f40_175fd117ff0a_dt_26042021_0854_34_757.pdf,agricultercontainer,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27
1352,1436,51,9,NULL,11628,08:48.5,0,NULL,Submitted,1849201,NULL,21:12.3,11628,Yes,Pending,00:00.0,52:14.6,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1353,7933,35,2,NULL,15244,52:23.8,1,NULL,Submitted,1849201,NULL,51:15.9,15244,Yes,Approved,00:00.0,45:12.2,00:00.0,43:29.3,CamScanner 08-04-2021 12.52.12_cc959eed.pdf,2021/august/20210804/1849201_73a1c974_16cd_4bb5_add2_236bcd28d479_dt_04082021_1243_29_018.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127
1354,7941,35,2,NULL,11346,36:11.6,0,NULL,Submitted,1846046,NULL,00:18.6,11346,Yes,Pending,00:00.0,41:40.8,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1355,7934,35,NULL,NULL,15421,07:45.4,0,NULL,Draft,1846001,NULL,NULL,NULL,Yes,Pending,NULL,37:31.6,NULL,NULL,NULL,NULL,NULL,NULL,1,2, Photo not uploaded ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1356,82,52,1,NULL,11221,47:06.1,0,NULL,Submitted,1849736,NULL,NULL,NULL,Yes,Pending,00:00.0,15:21.1,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1357,7937,35,2,NULL,15426,09:23.8,1,NULL,Submitted,1846242,NULL,05:46.9,15426,Yes,Approved,00:00.0,39:21.7,00:00.0,41:06.6,651_00a6d565.pdf,2021/april/20210423/1846242_e6a155fb_9e3d_44ac_9f06_3468ce170325_dt_23042021_0241_06_743.pdf,agricultercontainer,1000,1,2, Complete Application (fill all document on place),0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
1358,1293,51,NULL,NULL,6533,48:03.1,0,2.02E+11,Submitted,1849201,NULL,NULL,NULL,Yes,Objection,NULL,48:03.1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,17,41,NULL,NULL,538,28:30.8,0,NULL,NULL,1848680,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1360,1501,51,NULL,NULL,11648,23:13.4,1,2.02E+11,Submitted,1849201,NULL,NULL,NULL,Yes,Rejected,00:00.0,36:03.2,NULL,NULL,NULL,NULL,NULL,NULL,1,2, o form is not properly attached,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1361,7945,35,NULL,NULL,15422,24:54.2,0,NULL,Submitted,1846001,NULL,NULL,NULL,Yes,Pending,NULL,48:29.1,NULL,NULL,NULL,NULL,NULL,NULL,1,2, Not Uploded map,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1362,7944,35,2,NULL,2453,43:50.7,1,NULL,Submitted,1846468,NULL,49:52.0,2453,Yes,Approved,00:00.0,17:20.8,00:00.0,57:22.7,new kissan agro_f230adfe.pdf,2021/april/20210419/1846468_8c56805b_f8a3_43ca_b584_3b0db0da8f20_dt_19042021_1057_24_481.pdf,agricultercontainer,2000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19
1363,2505,51,2,NULL,5452,08:17.6,1,NULL,Submitted,1847592,NULL,38:44.7,5452,Yes,Approved,00:00.0,35:39.7,00:00.0,44:39.9,khalsa traders 06-Apr-2021 13-43-20 (1)_711286e1.pdf,2021/april/20210406/1847592_09ce56fd_dc5f_4461_b7c6_08d220b260a5_dt_06042021_0144_42_484.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
1364,7946,35,2,NULL,2253,56:42.7,1,NULL,Submitted,1846401,NULL,24:25.4,2253,Yes,Approved,00:00.0,24:07.6,00:00.0,34:04.8,WhatsApp Image 2021-07-04 at 6.43.06 PM_d614f21a.jpeg,2021/july/20210704/1846401_d5e3ae4d_76ea_4a57_9d91_5134cc9953f5_dt_04072021_0634_02_289.jpg,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95
1365,1318,51,2,NULL,6551,14:38.2,1,NULL,Submitted,1849201,NULL,48:13.9,6551,Yes,Approved,00:00.0,47:17.2,00:00.0,50:31.8,kissan spray store_compressed_362a0bec.pdf,2021/april/20210405/1849201_c0ff0a6e_746f_48e7_8be6_b8b8552a5a03_dt_05042021_0250_32_780.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
1366,231,39,2,NULL,485,37:27.9,1,2.02E+11,Submitted,1848680,NULL,51:53.7,485,Yes,Approved,00:00.0,08:14.8,00:00.0,42:37.5,PPL_4656b946.pdf,2021/may/20210506/1846468_4bbe4a33_b54f_45af_aaf0_f73242b92ba5_dt_06052021_0142_37_588.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36
1367,117,28,2,NULL,6206,16:49.3,1,NULL,Submitted,1849196,NULL,38:49.7,6206,Yes,Approved,00:00.0,45:23.8,00:00.0,48:09.0,"Zimidara Pesticides, Indra nagari wholesale_cc8e521b.pdf",2021/july/20210706/1849196_d0040c07_3858_46cb_96de_7d5bc205ae84_dt_06072021_1148_08_588.pdf,agricultercontainer,1600,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97
1368,7929,35,2,NULL,15410,23:11.9,1,NULL,Submitted,1849196,NULL,12:45.5,15410,Yes,Approved,00:00.0,28:16.5,00:00.0,33:37.4,Ganpati Agro Centre KHS FL_83bc02a3.pdf,2021/july/20210728/1849196_aef90785_720a_420f_a8ac_4173e044e32c_dt_28072021_0233_38_431.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119
1369,7947,35,2,NULL,15440,24:10.1,1,NULL,Submitted,1846401,NULL,47:53.9,15440,Yes,Approved,00:00.0,24:14.0,00:00.0,33:17.4,WhatsApp Image 2021-07-04 at 6.42.27 PM_f93990cb.jpeg,2021/july/20210704/1846401_236efcd3_6c7f_4487_8d6c_4bb5c921dc0b_dt_04072021_0633_14_849.jpg,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95
1370,407,28,2,NULL,11347,33:52.0,1,NULL,Submitted,2050575,NULL,59:30.8,11347,Yes,Approved,00:00.0,00:35.1,00:00.0,37:53.1,WhatsApp Image 2021-04-01 at 10.38.46 AM_1f587e21.jpeg,2021/april/20210401/2050575_d891a3e9_8a74_45a6_9eeb_e54354d0996e_dt_01042021_1037_53_682.jpg,agricultercontainer,1500,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1371,847,36,2,NULL,7125,38:12.5,0,NULL,Submitted,1849196,NULL,04:58.9,7125,Yes,Pending,00:00.0,07:04.2,NULL,NULL,NULL,NULL,NULL,1100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1372,7912,51,2,NULL,15404,06:26.7,1,NULL,Submitted,1846046,NULL,43:17.1,15404,Yes,Approved,00:00.0,12:55.0,00:00.0,28:16.4,CamScanner 08-28-2021 15.37.51_1bb90edb.pdf,2021/august/20210828/1846046_79e73447_0818_405b_9a8f_96402c83f1e9_dt_28082021_0338_51_347.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150
1373,913,51,NULL,NULL,6419,05:23.1,1,NULL,Submitted,1849196,NULL,NULL,NULL,Yes,Rejected,00:00.0,51:03.5,NULL,NULL,NULL,NULL,NULL,NULL,1,2, Form 'O' is wrong uploaded.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1374,407,52,NULL,NULL,11347,10:23.2,1,NULL,Submitted,2050575,NULL,NULL,NULL,Yes,Rejected,00:00.0,29:35.9,NULL,NULL,NULL,NULL,NULL,NULL,1,1, Due to clerical mistake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1375,1281,51,2,NULL,11252,45:06.1,1,NULL,Submitted,1849201,NULL,46:40.3,11252,Yes,Approved,00:00.0,08:45.6,00:00.0,12:29.1,ashok_compressed_ce660c92.pdf,2021/april/20210420/1849201_4489dd56_fc07_4aa0_92db_2709b6316c20_dt_20042021_1212_29_420.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20
1376,1342,51,2,NULL,6632,29:30.1,1,NULL,Submitted,1849201,NULL,38:43.4,6632,Yes,Approved,00:00.0,10:39.9,00:00.0,03:32.5,SB pesticides_00bcb130.pdf,2021/august/20210825/1849201_758f2c65_a735_41d4_b23a_cda747f4433a_dt_25082021_0314_32_324.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,147
1377,4291,55,2,NULL,11407,33:52.4,1,NULL,Submitted,1846242,NULL,09:06.7,11407,Yes,Approved,00:00.0,20:04.8,00:00.0,04:46.1,138_1d76c0c7.pdf,2021/april/20210401/1846242_e048abd6_ba77_4ed1_874a_05b2e8c5e9a4_dt_01042021_0404_42_135.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1378,778,36,2,NULL,11235,51:34.0,0,NULL,Submitted,1849196,NULL,30:53.5,11235,Yes,Pending,00:00.0,32:59.5,NULL,NULL,NULL,NULL,NULL,1200,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1379,773,36,2,NULL,7104,59:49.0,0,NULL,Submitted,1849196,NULL,26:16.8,7104,Yes,Pending,00:00.0,39:44.6,NULL,NULL,NULL,NULL,NULL,1100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1380,7733,35,2,NULL,15187,05:37.8,1,NULL,Submitted,1849201,NULL,42:54.3,15187,Yes,Approved,00:00.0,15:45.3,00:00.0,33:03.5,WhatsApp Image 2021-08-04 at 12.42.59 PM_88b9f050.jpeg,2021/august/20210804/1849201_b773b3e5_9f2f_4473_bb2b_60548dae3d54_dt_04082021_1233_03_388.jpg,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126
1381,7949,35,2,NULL,7329,13:29.7,0,NULL,Submitted,1849196,NULL,19:04.1,7329,Yes,Pending,00:00.0,45:38.1,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1382,7932,35,2,NULL,15415,19:49.7,1,NULL,Submitted,1849201,NULL,53:21.0,15415,Yes,Approved,00:00.0,01:40.5,00:00.0,40:39.1,WhatsApp Image 2021-08-04 at 12.50.34 PM_94e3560b.jpeg,2021/august/20210804/1849201_6d24a8c6_31c6_4990_b339_0dceadad9576_dt_04082021_1240_38_998.jpg,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126
1383,7950,35,2,NULL,15444,26:12.7,0,NULL,Submitted,1846884,NULL,22:32.9,15444,Yes,Pending,00:00.0,58:49.7,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1384,2438,49,2,NULL,5505,32:55.2,1,NULL,Submitted,1847592,NULL,10:42.9,5505,Yes,Approved,00:00.0,36:02.6,00:00.0,45:04.4,punjab kheti store 06-Apr-2021 13-41-49_d7862a1e.pdf,2021/april/20210406/1847592_b1e781de_87d1_4ef7_8c6a_ecf273a7d3f3_dt_06042021_0145_07_021.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
1385,7948,35,2,NULL,15436,31:08.8,0,NULL,Submitted,1847563,NULL,10:12.0,15436,Yes,Pending,00:00.0,11:18.8,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1386,4515,36,2,NULL,12754,42:20.0,1,NULL,Submitted,1846001,NULL,57:16.4,12754,Yes,Approved,00:00.0,22:22.5,00:00.0,12:48.9,jaggi f_88861057.pdf,2021/april/20210416/1846001_d6e60f62_c123_483c_a288_40c07f7f85a9_dt_16042021_0912_50_658.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16
1387,2438,51,NULL,NULL,5505,47:02.6,1,NULL,Submitted,1847592,NULL,NULL,NULL,Yes,Rejected,00:00.0,57:51.4,NULL,NULL,NULL,NULL,NULL,NULL,1,2, wrongly added o form,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1388,4291,60,NULL,NULL,11407,58:53.6,1,NULL,Submitted,1846242,NULL,NULL,NULL,Yes,Rejected,00:00.0,34:16.0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,apply again,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1389,2438,51,2,NULL,5505,04:14.1,1,NULL,Submitted,1847592,NULL,10:03.6,5505,Yes,Approved,00:00.0,36:17.7,00:00.0,45:22.1,punjab kheti store 06-Apr-2021 13-41-49_ae270b80.pdf,2021/april/20210406/1847592_38c96d6f_54fc_4785_ab03_d830a0f36b45_dt_06042021_0145_24_767.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
1390,584,56,2,NULL,11407,17:51.1,1,NULL,Submitted,1846242,NULL,10:28.8,11407,Yes,Approved,00:00.0,22:43.3,00:00.0,01:03.5,02_289bc50f.pdf,2021/april/20210401/1846242_bcea07ca_e1c5_4281_b3a2_24c74ece71c8_dt_01042021_0400_59_551.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1391,7901,51,2,NULL,15255,25:04.7,1,NULL,Submitted,1848671,NULL,21:16.0,15255,Yes,Approved,00:00.0,27:27.5,00:00.0,17:01.3,jaggi traders. license no. 494_afeeed38.pdf,2021/april/20210419/1848671_9f0de227_6c0a_4671_98ae_509402587e40_dt_19042021_0316_58_107.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19
1392,7943,35,1,NULL,15432,45:02.2,0,NULL,Submitted,1846884,NULL,NULL,NULL,Yes,Pending,00:00.0,25:38.3,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1393,140,39,2,NULL,542,23:12.1,1,2.02E+11,Submitted,1848680,NULL,16:17.0,542,Yes,Approved,00:00.0,06:58.5,00:00.0,34:55.4,Indoin 24.05.2021 Addition_cd1cd9de.pdf,2021/may/20210526/1846468_bf93c935_da00_408c_8d1e_387520d1bb28_dt_26052021_0534_52_450.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49
1394,1516,49,2,NULL,11255,16:03.9,1,NULL,Submitted,1849201,NULL,56:04.7,11255,Yes,Approved,00:00.0,27:14.2,00:00.0,35:58.6,Varinder Kumar and co_c23f8ffa.pdf,2021/july/20210714/1849201_fcc556ae_de8d_478e_ab2c_b00511818b19_dt_14072021_1135_55_593.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105
1395,830,36,2,NULL,11233,16:33.2,0,NULL,Submitted,1849196,NULL,19:41.2,11233,Yes,Pending,00:00.0,31:52.8,NULL,NULL,NULL,NULL,NULL,1050,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1396,122,28,2,NULL,11233,17:38.4,1,NULL,Submitted,1849196,NULL,15:55.6,11233,Yes,Approved,00:00.0,20:39.8,00:00.0,21:16.8,Ashok Bhushan Wholesale FL_66d10a09.pdf,2021/july/20210728/1849196_1a011d8c_b230_4fe9_8a0a_402e2c06786f_dt_28072021_0221_17_862.pdf,agricultercontainer,1600,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119
1397,772,36,2,NULL,7198,20:03.5,0,NULL,Submitted,1849196,NULL,22:16.6,7198,Yes,Pending,00:00.0,46:48.9,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1398,1490,36,2,NULL,5675,33:48.2,1,NULL,Submitted,1849201,NULL,34:34.5,5675,Yes,Approved,00:00.0,30:51.6,00:00.0,20:01.2,jarman trading co_d7506660.pdf,2021/july/20210719/1849201_5066457d_76cf_43cd_9b18_cae2a320afd1_dt_19072021_1019_58_192.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109
1399,1490,51,2,NULL,5675,37:05.0,1,NULL,Submitted,1849201,NULL,31:58.2,5675,Yes,Approved,00:00.0,32:35.0,00:00.0,20:17.4,jarman trading co_1d5335fb.pdf,2021/july/20210719/1849201_360c429f_1fe0_4678_bfb1_04b52a1d5b46_dt_19072021_1020_14_343.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109
1400,1427,51,2,NULL,5859,10:51.0,1,NULL,Submitted,1849201,NULL,06:07.5,5859,Yes,Approved,00:00.0,36:18.7,00:00.0,21:02.5,monga pesticides and fertilizers_80256b45.pdf,2021/july/20210719/1849201_d29e7c5a_c925_44b2_83b4_976c07974652_dt_19072021_1020_59_536.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109
1401,1492,36,NULL,NULL,11644,32:40.9,1,NULL,Submitted,1849201,NULL,NULL,NULL,Yes,Rejected,00:00.0,39:13.7,NULL,NULL,NULL,NULL,NULL,NULL,1,2, in sale stock report firm signature not mentioned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1402,7952,35,2,NULL,14574,53:59.7,1,NULL,Submitted,1849196,NULL,44:33.3,14574,Yes,Approved,00:00.0,50:29.0,00:00.0,17:38.2,"Dahuja Pesticides, Jalalabad Retail_e5f23688.pdf",2021/april/20210405/1849196_3195ab45_365e_4533_bd63_b51925c83122_dt_05042021_0317_39_254.pdf,agricultercontainer,1000,1,2, Partnership deed is short uploaded.,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
1403,1492,51,NULL,NULL,11644,36:06.0,1,NULL,Submitted,1849201,NULL,NULL,NULL,Yes,Rejected,00:00.0,04:16.2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,kindly attach permission letter of International Phosphate & Lignites.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1404,1440,51,2,NULL,5873,52:04.2,1,NULL,Submitted,1849201,NULL,52:55.7,5873,Yes,Approved,00:00.0,33:40.7,00:00.0,43:53.9,WhatsApp Image 2021-07-19 at 3.51.05 PM_2983c54a.jpeg,2021/july/20210719/1849201_27779ab9_b46e_4b21_87f8_d8b7f52f6db1_dt_19072021_0343_55_983.jpg,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109
1405,606,52,2,NULL,1560,16:35.6,1,NULL,Submitted,1846001,NULL,59:08.5,1560,Yes,Approved,00:00.0,57:23.7,00:00.0,09:09.1,Malwa Ferti_980726df.pdf,2021/april/20210407/1846001_d23d626d_d4cd_450f_b69e_433b906d1b39_dt_07042021_0309_08_472.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
1406,5192,36,2,NULL,8468,10:57.6,0,NULL,Submitted,1847561,NULL,43:15.3,8468,Yes,Pending,00:00.0,27:56.0,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1407,7954,35,NULL,NULL,15099,36:01.2,0,NULL,Submitted,1849196,NULL,NULL,NULL,Yes,Pending,NULL,44:31.8,NULL,NULL,NULL,NULL,NULL,NULL,1,2," Three Form 'O' expired which are uploaded and instead of address proof, office map uploaded.",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1408,7953,35,2,NULL,15460,22:04.1,1,NULL,Submitted,1848495,NULL,38:34.4,15460,Yes,Approved,00:00.0,18:01.2,00:00.0,09:45.6,License_e3daa5c7.pdf,2021/april/20210415/1848495_3df9df87_9c80_4f37_bae1_796efa2eec10_dt_15042021_0409_47_372.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14
