Application_Id,Parent_Application_Id,Process_Id,Payment_Status,Objection_Status,Manufactrer_Id,Created_On,Is_Service_Completed,Request_Id_Fk,Is_Service_Submitted,Application_To_Be_Received_By,Payment_Remarks,Payment_Status_Date,Payment_Status_By,Is_Payment_Required,Application_Status,Application_Status_Updated_By,Application_Status_Updated_On,Is_Output_Generated,Output_Generated_On,Output_File_Name,Output_BlobFileReference,Output_ContainerName,Amount,Is_District_Level,LicenseType,RejectionRemarks,EsewaApplication_Id,FinalOutput_FileName,FinalOutput_BlobReference,Is_data_MOved,Deleted_Esewa_Application_Id,ReceiptNo,PaymentAmount,PaymentDate,PaymentBy,date_difference
3428,2764,51,2,NULL,3334,02:47.7,1,2.02E+11,Submitted,1846046,NULL,18:15.3,3334,Yes,Approved,00:00.0,39:40.9,00:00.0,29:43.7,CamScanner 07-12-2021 10.35.05_a41ca7b1.pdf,2021/july/20210712/1846046_bb20b134_44b6_4bdd_ac7a_bc2ed80e4b4e_dt_12072021_1029_45_595.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,30
3429,4538,51,2,NULL,12759,23:22.5,1,2.02E+11,Submitted,1846001,NULL,38:40.3,12759,Yes,Approved,00:00.0,01:16.9,00:00.0,21:46.0,New Doc 2021-06-21 12.25.58 (1)_db6266b2.pdf,2021/june/20210621/1846001_3ccc393c_cd32_47a2_8a1b_6cec7874c64a_dt_21062021_1221_43_599.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,9
3430,4537,51,2,NULL,12758,41:18.2,1,2.02E+11,Submitted,1846001,NULL,44:17.9,12758,Yes,Approved,00:00.0,01:37.9,00:00.0,21:33.7,91...457_compressed_compressed_compressed_1f208007.pdf,2021/june/20210623/1846001_6cb5d11b_9a70_4c3d_9d78_ea8d6235376e_dt_23062021_0321_33_467.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,11
3431,2993,51,2,NULL,4183,31:45.8,1,2.02E+11,Submitted,1846007,NULL,33:45.7,4183,Yes,Approved,00:00.0,34:23.5,00:00.0,53:59.3,license.pdf_03716f81.pdf,2021/july/20210725/1846007_174fc491_8866_4289_8ed4_6873eb073253_dt_25072021_0254_00_927.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,6
3432,1500,51,2,NULL,5692,03:47.2,1,2.02E+11,Submitted,1849201,NULL,51:48.6,5692,Yes,Approved,00:00.0,57:54.7,00:00.0,08:58.1,new kissan sewa kehder makhu_6e86e4be.pdf,2021/june/20210621/1849201_e85d59cd_fb93_482f_918f_16c39e399955_dt_21062021_0408_55_808.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,8
3433,4468,51,2,NULL,1446,44:33.1,1,2.02E+11,Submitted,1846001,NULL,09:50.8,1446,Yes,Approved,00:00.0,00:54.1,00:00.0,53:24.4,Bansal (1)_1d4fb8d2.pdf,2021/august/20210804/1846001_6f6e10a2_90ce_42be_a24d_25ea56f15821_dt_04082021_1153_24_126.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,52
3434,586,52,NULL,NULL,3098,41:26.8,1,2.02E+11,Submitted,1846242,NULL,NULL,NULL,Yes,Rejected,NULL,12:31.6,NULL,NULL,NULL,NULL,NULL,NULL,1,1,Form 'o' is incomplete(2C part is empty),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3435,2143,51,NULL,NULL,5285,38:17.4,0,2.02E+11,Submitted,1848671,NULL,NULL,NULL,Yes,Objection,NULL,38:17.4,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3436,5822,51,1,NULL,10111,15:32.8,0,2.02E+11,Submitted,1847589,NULL,NULL,NULL,Yes,Pending,00:00.0,54:26.5,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3437,1106,51,1,NULL,6264,41:41.8,0,2.02E+11,Submitted,1849196,NULL,NULL,NULL,Yes,Pending,00:00.0,06:24.8,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3438,5699,52,1,NULL,13125,42:47.4,0,2.02E+11,Submitted,1847589,NULL,NULL,NULL,Yes,Pending,00:00.0,52:50.6,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3439,198,52,2,NULL,6488,05:58.9,1,2.02E+11,Submitted,1849201,NULL,54:55.2,6488,Yes,Approved,00:00.0,45:19.9,00:00.0,56:36.1,neeraj fertilizers_0aa77a0d.pdf,2021/june/20210618/1849201_64721589_cf00_46a1_bd33_427e7c123d27_dt_18062021_1156_38_719.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1
3440,4290,51,NULL,NULL,3101,30:47.9,1,2.02E+11,Submitted,1846242,NULL,NULL,NULL,Yes,Rejected,NULL,30:59.6,NULL,NULL,NULL,NULL,NULL,NULL,1,2,Incorrect upload of wariamsar 'O' Form,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3441,5059,51,2,NULL,11386,50:38.5,1,2.02E+11,Submitted,1847681,NULL,54:10.4,11386,Yes,Approved,00:00.0,35:46.7,00:00.0,16:00.7,Anand kathgarh _4d55e675.pdf,2021/july/20210713/1847681_e6aef851_2e2a_4a71_9a7f_3bd8b45f1d51_dt_13072021_1116_00_437.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,29
3442,52,27,NULL,NULL,303,20:53.8,1,2.02E+11,Submitted,1846468,NULL,NULL,NULL,Yes,Rejected,NULL,52:47.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Godown address not correct,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3443,8768,33,NULL,NULL,18934,31:54.4,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3444,1463,51,2,NULL,5898,52:21.7,1,2.02E+11,Submitted,1849201,NULL,12:50.3,5898,Yes,Approved,00:00.0,35:17.9,00:00.0,36:53.4,zimidara pesti and fertilizers_compressed_a6671884.pdf,2021/july/20210727/1849201_2992c3df_53ff_4a20_ae6d_c58642b2badc_dt_27072021_0336_53_839.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,43
3445,8769,35,NULL,NULL,18934,43:04.7,0,NULL,Submitted,NULL,NULL,NULL,NULL,Yes,Pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3446,1624,51,NULL,NULL,5549,17:56.8,0,2.02E+11,Submitted,1849201,NULL,NULL,NULL,Yes,Objection,NULL,17:56.8,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3447,336,52,2,NULL,3320,32:03.6,1,2.02E+11,Submitted,1846046,NULL,12:56.5,3320,Yes,Approved,00:00.0,31:19.6,00:00.0,20:01.8,"New Kisan Agro Centre, Khanna_711b5c0b.pdf",2021/june/20210624/1846046_a52ccd6f_ba23_4cec_95f2_814e8bba2a1c_dt_24062021_0220_01_655.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,8
3448,1572,51,NULL,NULL,11677,36:22.3,0,2.02E+11,Submitted,1849201,NULL,NULL,NULL,Yes,Objection,NULL,36:22.3,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3449,2722,51,2,NULL,11298,53:45.1,1,2.02E+11,Submitted,1846046,NULL,48:55.9,11298,Yes,Approved,00:00.0,40:02.3,00:00.0,32:40.5,CamScanner 07-23-2021 09.40.36_1e822ce6.pdf,2021/july/20210723/1846046_c9e041e5_3e3a_4aeb_879c_d49aca7f037f_dt_23072021_0932_42_002.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,39
3450,8684,35,NULL,NULL,8823,54:33.2,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3451,6566,36,2,NULL,7773,07:17.3,1,2.02E+11,Submitted,1849736,NULL,50:37.0,7773,Yes,Approved,00:00.0,31:40.8,00:00.0,29:25.2,Ranjit kheti store (1)_fbb4bdbd.pdf,2021/july/20210716/1849736_b4297a89_1e5d_4fbc_99a2_6cc0d10c78bb_dt_16072021_0429_27_194.pdf,agricultercontainer,1025,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,32
3452,8767,35,2,NULL,18930,08:35.0,0,2.02E+11,Submitted,NULL,NULL,02:48.5,18930,Yes,Pending,00:00.0,11:15.2,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
3453,3859,51,2,NULL,8015,33:29.4,1,2.02E+11,Submitted,1846884,NULL,50:48.1,8015,Yes,Approved,00:00.0,16:08.2,00:00.0,18:25.1,WhatsApp Image 2021-07-13 at 3.27.28 PM_e57235fa.jpeg,2021/july/20210713/1846884_a175c1b6_4617_48ff_a9d2_092b6395c1be_dt_13072021_0318_24_811.jpg,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,29
3454,7028,51,2,NULL,11384,24:01.4,1,2.02E+11,Submitted,1847681,NULL,57:49.4,11384,Yes,Approved,00:00.0,51:31.9,00:00.0,45:22.9,Chabra Blc fert_496aa189.pdf,2021/august/20210825/1846544_ee589d26_8522_4343_8bf0_e0c70b60b2b0_dt_25082021_0356_22_741.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,63
3455,5784,60,2,NULL,7399,37:18.2,0,2.02E+11,Submitted,1847589,NULL,57:34.5,7399,Yes,Pending,00:00.0,43:45.5,NULL,NULL,NULL,NULL,NULL,100,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3456,6440,51,2,NULL,9820,19:37.9,1,2.02E+11,Submitted,1846468,NULL,21:37.0,9820,Yes,Approved,00:00.0,05:57.2,00:00.0,47:25.9,aggarwal fertilizer-compressed_0e30805e.pdf,2021/june/20210622/1846468_90a401d0_d5d4_4577_a637_f2e6a965a50f_dt_22062021_1147_25_804.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,8
3457,6092,36,2,NULL,9281,50:46.9,1,2.02E+11,Submitted,1847563,NULL,18:51.3,9281,Yes,Approved,00:00.0,00:38.4,00:00.0,07:49.8,DraftLicenseCopy (2)_8b77cd70.pdf,2021/july/20210716/1847563_35c613e3_7339_464f_9e85_2ceb9cf59af3_dt_16072021_0307_51_866.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,32
3458,8761,60,NULL,NULL,18579,04:21.0,0,2.02E+11,Submitted,1846401,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3459,4715,36,2,NULL,1747,05:44.3,1,2.02E+11,Submitted,1846001,NULL,00:06.7,1747,Yes,Approved,00:00.0,57:39.8,00:00.0,39:50.6,Lg..Ferti...52_89f8aff9.pdf,2021/june/20210623/1846001_5f2a0a25_7077_4caa_b32f_fc97a0f9f87f_dt_23062021_0239_50_446.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,9
3460,4200,51,2,NULL,2998,11:22.4,1,2.02E+11,Submitted,1846401,NULL,52:31.7,2998,Yes,Approved,00:00.0,53:45.2,00:00.0,56:19.3,bhalla trader 6-raj_0c30a357.jpg,2021/august/20210812/1846401_e57cf519_cdaa_4b05_9141_62c827d213d5_dt_12082021_1056_18_931.jpg,agricultercontainer,50,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,59
3461,8763,35,2,NULL,15418,16:58.0,1,2.02E+11,Submitted,NULL,NULL,47:15.8,15418,Yes,Approved,00:00.0,35:33.2,00:00.0,35:28.8,zimidara_fafce322.pdf,2021/august/20210831/1847589_63e78175_fb13_4629_969e_ad4d5dffbb60_dt_31082021_0345_45_237.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,78
3462,3706,51,1,NULL,7951,25:21.1,0,2.02E+11,Submitted,1846884,NULL,NULL,NULL,Yes,Pending,00:00.0,55:48.3,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3463,3669,51,2,NULL,7935,19:50.8,1,2.02E+11,Submitted,1846884,NULL,11:34.9,7935,Yes,Approved,00:00.0,49:42.1,00:00.0,04:19.8,WhatsApp Image 2021-07-13 at 3.13.48 PM_f3539fca.jpeg,2021/july/20210713/1846884_f8409018_9b28_4b9a_a2d6_fcd33a05a33a_dt_13072021_0304_19_451.jpg,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29
3464,5701,51,1,NULL,7602,53:33.7,0,2.02E+11,Submitted,1847589,NULL,NULL,NULL,Yes,Pending,00:00.0,00:58.7,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3465,6617,51,NULL,NULL,6812,00:28.0,1,2.02E+11,Submitted,1849736,NULL,NULL,NULL,Yes,Rejected,NULL,33:57.9,NULL,NULL,NULL,NULL,NULL,NULL,1,2,File is incomplete. Scanned copy of O form not upleaded on portal.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3466,5013,51,2,NULL,1898,15:11.4,0,2.02E+11,Submitted,1846001,NULL,32:36.3,1898,Yes,Pending,00:00.0,57:21.5,NULL,NULL,NULL,NULL,NULL,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
3467,302,39,2,NULL,380,39:07.0,1,2.02E+11,Submitted,1846468,NULL,46:05.3,380,Yes,Approved,00:00.0,46:16.9,00:00.0,02:38.9,sumil chemicals add product_840a6746.pdf,2021/july/20210715/1846468_16a3c4fc_988e_4e65_b40b_fdb7f8ca4a7a_dt_15072021_0102_40_810.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,29
3468,346,52,2,NULL,11313,56:39.4,1,2.02E+11,Submitted,1846046,NULL,15:12.0,11313,Yes,Approved,00:00.0,04:11.6,00:00.0,36:23.4,Sharma and company (1)_9a6b3624.pdf,2021/june/20210623/1846046_94a17bde_d6c2_4878_85f5_3c0ccce3f1c4_dt_23062021_1036_23_179.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,9
3469,5657,36,1,NULL,13100,59:13.0,0,2.02E+11,Submitted,1847589,NULL,NULL,NULL,Yes,Pending,00:00.0,52:02.5,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3470,5657,51,1,NULL,13100,46:31.4,0,2.02E+11,Submitted,1847589,NULL,NULL,NULL,Yes,Pending,00:00.0,53:58.3,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3471,5289,51,2,NULL,8539,02:57.8,0,2.02E+11,Submitted,1847561,NULL,01:29.2,8539,Yes,Pending,00:00.0,42:50.6,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
3472,5891,51,NULL,NULL,13206,06:13.3,0,2.02E+11,Submitted,1847589,NULL,NULL,NULL,Yes,Objection,NULL,06:13.3,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3473,8770,35,2,NULL,18938,29:07.9,1,2.02E+11,Submitted,NULL,NULL,42:59.8,18938,Yes,Approved,00:00.0,01:14.5,00:00.0,31:28.6,Shakti Khad Bhandar_compressed_8010f690.pdf,2021/september/20210910/1846001_da895b28_816a_40b7_8db0_e42be32cf92d_dt_10092021_1040_35_815.pdf,agricultercontainer,1500,1,2,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,80
3474,573,39,2,NULL,14779,15:44.0,1,2.02E+11,Submitted,1846468,NULL,33:17.6,14779,Yes,Approved,00:00.0,44:44.6,00:00.0,56:43.2,sumitomo ltd_88987726.pdf,2021/august/20210831/1846468_238884d4_22c1_4a8b_8d96_6ed84c05960c_dt_31082021_1006_59_550.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,77
3475,2667,51,2,NULL,12177,11:21.2,1,2.02E+11,Submitted,1848495,NULL,32:40.3,12177,Yes,Approved,00:00.0,31:12.3,00:00.0,10:33.8,Licensed_3_f8a889dc.pdf,2021/june/20210626/1848495_ec899050_1235_4470_8630_08673aa88bcb_dt_26062021_1210_33_700.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,8
3476,2677,51,2,NULL,12181,46:57.6,1,2.02E+11,Submitted,1848495,NULL,50:08.5,12181,Yes,Approved,00:00.0,48:17.8,00:00.0,06:16.4,Licensed_8_4dfa771a.pdf,2021/june/20210626/1848495_9e6866f6_da5d_41d9_bcb9_d03eeca37ef6_dt_26062021_1206_16_273.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,10
3477,3581,51,2,NULL,12473,10:55.6,0,2.02E+11,Submitted,1846884,NULL,17:35.2,12473,Yes,Pending,00:00.0,35:10.6,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
3478,4930,36,2,NULL,1145,23:51.0,1,2.02E+11,Submitted,1846001,NULL,03:00.2,1145,Yes,Approved,00:00.0,00:09.9,00:00.0,34:30.0,Mkt Ferti...59_f6863672.pdf,2021/june/20210623/1846001_347e6976_5257_4c0b_ab29_9b1dd3a2bc5f_dt_23062021_0234_29_824.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,8
3479,4913,36,2,NULL,1118,30:05.9,1,2.02E+11,Submitted,1846001,NULL,08:20.7,1118,Yes,Approved,00:00.0,59:51.6,00:00.0,39:04.1,Mkt.Ferti...29_99a90776.pdf,2021/june/20210623/1846001_b4f1f355_9511_46dd_be42_af1bf3c7ded7_dt_23062021_0239_03_949.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,8
3480,56,37,2,NULL,336,33:12.0,1,2.02E+11,Submitted,1846468,NULL,27:49.1,336,Yes,Approved,00:00.0,40:44.8,00:00.0,53:01.5,Ms coromandel international ltd_compressed (1)_e9451ef4.pdf,2021/august/20210825/1846468_06beb19f_0b29_4383_b04f_fddcfd3d3983_dt_25082021_0304_01_189.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,70
3481,7333,52,2,NULL,8691,17:08.6,1,2.02E+11,Submitted,1847563,NULL,39:55.9,8691,Yes,Approved,00:00.0,24:08.2,00:00.0,02:15.5,DraftLicenseCopy (6)_4200e75c.pdf,2021/june/20210630/1847563_6a79c925_f0c4_4101_9dea_51a7e741b7c7_dt_30062021_1102_12_878.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,15
3482,380,52,2,NULL,3755,26:51.6,0,2.02E+11,Submitted,1846007,NULL,00:14.0,3755,Yes,Pending,00:00.0,52:16.2,NULL,NULL,NULL,NULL,NULL,25,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3483,1601,51,2,NULL,6727,32:54.8,1,2.02E+11,Submitted,1849201,NULL,13:25.3,6727,Yes,Approved,00:00.0,28:01.7,00:00.0,12:22.8,momi traders_25ef25fb.pdf,2021/july/20210705/1849201_b0bc05d8_ea5f_4b78_8562_58919e403f87_dt_05072021_0812_20_228.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,20
3484,1594,51,NULL,NULL,6686,33:46.9,0,2.02E+11,Submitted,1849201,NULL,NULL,NULL,Yes,Objection,NULL,33:46.9,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3485,404,28,2,NULL,2701,46:48.3,1,2.02E+11,Submitted,2050575,NULL,22:33.1,2701,Yes,Approved,00:00.0,02:01.6,00:00.0,09:46.3,WhatsApp Image 2021-06-18 at 2.14.57 PM_4e38d1be.jpeg,2021/june/20210618/2050575_22413c32_6030_485a_9e8d_88d67dd73fc6_dt_18062021_0209_49_032.jpg,agricultercontainer,1500,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,3
3486,5625,51,2,NULL,10234,37:23.8,0,2.02E+11,Submitted,1847589,NULL,32:46.8,10234,Yes,Pending,00:00.0,23:56.6,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
3487,4284,51,NULL,NULL,3098,53:44.7,1,2.02E+11,Submitted,1846242,NULL,NULL,NULL,Yes,Rejected,NULL,23:22.7,NULL,NULL,NULL,NULL,NULL,NULL,1,2,Form 'O' no. 151/21-22 (2c part is incomplete),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3488,4153,51,2,NULL,2933,54:58.5,1,2.02E+11,Submitted,1846401,NULL,05:01.1,2933,Yes,Approved,00:00.0,07:52.7,00:00.0,25:08.2,DraftLicenseCopy - 2021-08-04T143346.079_aed95c87.pdf,2021/august/20210804/1846401_c0e02a52_cc5e_43a1_902b_3ae6d2d93741_dt_04082021_0225_07_993.pdf,agricultercontainer,50,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,50
3489,5962,51,2,NULL,13228,14:59.9,0,2.02E+11,Submitted,1847563,NULL,27:52.4,13228,Yes,Pending,00:00.0,00:51.8,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
3490,5986,51,2,NULL,9109,57:10.7,0,2.02E+11,Submitted,1847563,NULL,09:25.7,9109,Yes,Pending,00:00.0,10:26.6,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
3491,8454,33,2,NULL,12377,16:12.0,1,2.02E+11,Submitted,NULL,NULL,58:25.2,12377,Yes,Approved,00:00.0,00:29.0,00:00.0,07:33.7,WhatsApp Image 2021-06-18 at 2.15.17 PM_ad19ee1b.jpeg,2021/june/20210618/2050575_d49b8761_7cf7_4c34_a8de_22cd321ef880_dt_18062021_0207_36_428.jpg,agricultercontainer,1500,1,1,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,3
3492,4304,51,2,NULL,12697,56:29.1,1,2.02E+11,Submitted,1846242,NULL,10:25.7,12697,Yes,Approved,00:00.0,21:27.6,00:00.0,48:19.8,f 212_6f3f75ff.pdf,2021/july/20210701/1846242_9d9ad413_999b_4ad4_a466_2af5f8e09abf_dt_01072021_1048_22_228.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,16
3493,544,41,2,NULL,13579,56:55.9,1,2.02E+11,Submitted,1846468,NULL,42:50.2,13579,Yes,Approved,00:00.0,50:02.1,00:00.0,39:57.2,Agrifed_9a1de84a.pdf,2021/july/20210702/1846468_76801c44_cfb0_4199_9f23_edf36b1c8c7f_dt_02072021_0839_54_594.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,17
3494,6556,51,NULL,NULL,13390,31:41.9,0,2.02E+11,Submitted,1849736,NULL,NULL,NULL,Yes,Objection,NULL,31:41.9,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3495,8773,35,NULL,NULL,18944,39:00.5,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3496,4330,51,NULL,NULL,12704,14:51.5,0,2.02E+11,Submitted,1846242,NULL,NULL,NULL,Yes,Objection,NULL,14:51.5,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3497,4398,51,2,NULL,1337,52:51.3,1,2.02E+11,Submitted,1846001,NULL,24:43.2,1337,Yes,Approved,00:00.0,06:32.0,00:00.0,44:21.0,Khushi Pesticides_07bfe2f3.pdf,2021/august/20210818/1846001_8da84fd9_ac08_40a9_b745_52dc020dbb33_dt_18082021_1244_18_716.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,19
3498,2156,51,NULL,NULL,11979,43:51.5,1,2.02E+11,Submitted,1848671,NULL,NULL,NULL,Yes,Rejected,NULL,20:34.4,NULL,NULL,NULL,NULL,NULL,NULL,1,2,FROM O PRODUCT NAME & VALID UP NOT FILED ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3499,6983,52,2,NULL,13550,36:31.8,0,2.02E+11,Submitted,1846046,NULL,32:17.9,13550,Yes,Pending,00:00.0,55:04.1,NULL,NULL,NULL,NULL,NULL,100,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
3500,6960,52,2,NULL,13525,37:54.9,1,2.02E+11,Submitted,2050575,NULL,48:45.1,13525,Yes,Approved,00:00.0,46:34.8,00:00.0,06:42.4,Aggarwal sales corporation (1)_c8e0bb3c.pdf,2021/june/20210618/2050575_884b71d7_06ce_41bb_9004_bf42f72580cf_dt_18062021_1206_45_156.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,3
